Type,Trans Date,Post Date,Description,Amount,Category,Memo,
Sale,10/12/2018,10/14/2018,HUDSON ST1417,-9.83,y,,
Sale,10/12/2018,10/14/2018,HERTZ RENT-A-CAR,-265.83,y,,
Sale,10/12/2018,10/14/2018,DELTA BY MARRIOTT RICH,-63.2,y,,
Sale,10/12/2018,10/14/2018,WOODY CREEK BAKERY &amp; C,-27.89,y,,
Sale,10/11/2018,10/14/2018,DELTA BY MARRIOTT RICH,-47.61,y,,
Sale,10/11/2018,10/12/2018,QUIZNOS SUB #825,-16.91,y,,
Sale,10/10/2018,10/12/2018,DELTA BY MARRIOTT RICH,-58.77,y,,
Sale,10/9/2018,10/11/2018,DELTA BY MARRIOTT RICH,-66.4,y,,
Sale,10/8/2018,10/10/2018,LANIER PARKING 21044900,-21,y,,
Sale,10/8/2018,10/9/2018,KLEIN'S DELI - E,-8.6,y,,
Sale,10/7/2018,10/9/2018,SFOUNION STREET GASTRO,-22.26,y,,
Sale,10/6/2018,10/9/2018,LAKE CHABOT G.C.,-35,y,,
Sale,10/7/2018,10/8/2018,IMRAN TAXI SERVICE,-51.85,y,,
Sale,10/6/2018,10/8/2018,LEE'S SANDWICHES,-25.09,y,,
Sale,10/4/2018,10/7/2018,UNITED      0162420092808,-216.4,y,,
Payment,10/4/2018,10/4/2018,Payment Thank You - Web,4500,y,,
Sale,9/29/2018,10/2/2018,LAKE CHABOT G.C.,-52,y,,
Payment,9/29/2018,9/30/2018,Payment Thank You - Web,2000,y,,
,,,,,,,
Sale,9/27/2018,9/28/2018,FAIRFIELD INN &amp; SUITES,-277.67,y,,
Sale,9/26/2018,9/28/2018,CAPERS MARKET,-17.45,y,,
Sale,9/26/2018,9/27/2018,KLEIN'S DELI - F,-15.53,y,,
Sale,9/26/2018,9/27/2018,UBER   *TRIP 5RAMV,-42.92,y,,
Sale,9/26/2018,9/27/2018,SQ *SAN FRANCISCO TAXI,-49.45,y,,
Sale,9/25/2018,9/27/2018,UNITED      0162418743269,-606.4,y,,
Sale,9/26/2018,9/26/2018,UBER   *TRIP UOACY,-21.96,y,,
Sale,9/26/2018,9/26/2018,UBER   *TRIP IZ2XK,-30.79,y,,
Sale,9/25/2018,9/26/2018,UBER   *TRIP GQD3P,-27.57,y,,
Sale,9/22/2018,9/26/2018,LAKE CHABOT G.C.,-52,y,,
Payment,9/23/2018,9/23/2018,Payment Thank You - Web,500,y,,
Sale,9/22/2018,9/23/2018,IMRAN TAXI SERVICE,-49.9,y,,
Sale,9/22/2018,9/23/2018,MARRIOTT GRAND CHATEAU,-780.06,y,,
Sale,9/21/2018,9/23/2018,CHEVRON 0206965,-14.58,y,,
Sale,9/21/2018,9/23/2018,TAXI SVC LAS VEGAS,-20.76,y,,
Sale,9/21/2018,9/23/2018,HUDSONNEWS  ST955,-5.79,y,,
Sale,9/21/2018,9/23/2018,HERTZ RENT-A-CAR,-266.11,y,,
Sale,9/21/2018,9/23/2018,HUDSON ST1374,-4.86,y,,
Sale,9/21/2018,9/23/2018,CHICKEN NOW @ LAS VEGAS O,-17.08,y,,
Sale,9/20/2018,9/23/2018,MR. MAMAS BREAKFAST &amp; LUN,-57.31,y,,
Sale,9/20/2018,9/21/2018,SQ *OCEAN ONE GRILLE,-77.8,y,,
Sale,9/19/2018,9/21/2018,MARRIOTT POS GRND CHAT,-50.57,y,,
Sale,9/18/2018,9/20/2018,MARRIOTT POS GRND CHAT,-55.9,y,,
Sale,9/18/2018,9/19/2018,WHOLEFDS LVB 10286,-31.09,y,,
Sale,9/17/2018,9/19/2018,MARRIOTT POS GRND CHAT,-54.82,y,,
Sale,9/17/2018,9/19/2018,KLEIN'S DELI - E,-15.53,y,,
Sale,9/17/2018,9/19/2018,MARRIOTT POS GRND CHAT,-9.02,y,,
Sale,9/17/2018,9/18/2018,SOHO JAPANESE RESTAURANT,-31.15,y,,
Sale,9/17/2018,9/17/2018,IMRAN TAXI SERVICE,-50.1,y,,
Sale,9/15/2018,9/17/2018,POPPY RIDGE GOLF COURSE,-97,y,,
Sale,9/15/2018,9/16/2018,CHEVRON 0092038,-65.04,,,
Sale,9/11/2018,9/13/2018,76 - CRYSTAL SPRINGS,-37.38,y,,
Sale,9/11/2018,9/13/2018,UNITED      0162924524095,-200,y,,
Sale,9/11/2018,9/12/2018,PATRICIA KERRIGAN,-55,y,,
Sale,9/10/2018,9/12/2018,CRYSTAL SPRINGS GOLF COUR,-12,y,,
Sale,9/8/2018,9/11/2018,LAKE CHABOT G.C.,-52,y,,
Sale,9/8/2018,9/10/2018,LEE'S SANDWICHES,-23.5,y,,
Sale,9/7/2018,9/10/2018,SUNNYVALE GOLF COURSE,-28,y,,
Payment,9/4/2018,9/4/2018,Payment Thank You - Web,750,y,,
Sale,9/2/2018,9/3/2018,TST* PANTRY FAMILY RESTAR,-37.17,y,,
Sale,9/1/2018,9/3/2018,UNITED      0162415277027,-432.4,y,,
,,,,,,,
,,,,,,,
Sale,9/1/2018,9/2/2018,SPRINGHILL SUITES DOWN,-872.3,y,,
Sale,9/1/2018,9/2/2018,IMRAN TAXI SERVICE,-49.5,y,,
Sale,9/1/2018,9/2/2018,SPRINGHILL SUITES DOWN,-87.4,y,,
Sale,9/1/2018,9/2/2018,CHAVEZ SUPERMARKET,-52.08,y,,
Sale,8/31/2018,9/2/2018,SUBWAY        03125192,-9.44,y,,
Sale,8/31/2018,9/2/2018,HERTZ RENT-A-CAR,-202.97,y,,
Sale,8/31/2018,9/2/2018,SQ *RUNWAY 901 BAR &amp; GRIL,-18.47,y,,
Sale,8/31/2018,9/2/2018,MOES SWEST GRILL MEM,-19.97,y,,
Sale,8/31/2018,9/2/2018,EXXONMOBIL    47899703,-5.66,y,,
Sale,8/30/2018,9/2/2018,BLUES CITY CAFE,-29.41,y,,
Sale,8/30/2018,9/2/2018,TGI FRIDAYS 1938,-50.75,y,,
Sale,8/29/2018,8/31/2018,UNITED      0162414820524,-971.6,y,,
Sale,8/29/2018,8/30/2018,FLYING FISH,-20.93,y,,
Sale,8/28/2018,8/30/2018,HUEY'S DOWNTOWN,-24.96,y,,
Payment,8/29/2018,8/29/2018,Payment Thank You - Web,2800,y,,
Sale,8/28/2018,8/29/2018,BARDOG TAVERN,-36.58,y,,
Sale,8/27/2018,8/29/2018,GORDON BIERSCH SFO,-20.88,y,,
Sale,8/27/2018,8/28/2018,IMRAN TAXI SERVICE,-48.15,y,,
Sale,8/27/2018,8/28/2018,CVS/PHARMACY #09977,-53.97,y,,
Sale,8/25/2018,8/28/2018,LAKE CHABOT G.C.,-52,y,,
Sale,8/26/2018,8/27/2018,CVS/PHARMACY #09977,-16.88,y,,
Sale,8/25/2018,8/27/2018,LEE'S SANDWICHES,-21.04,y,,
Sale,8/24/2018,8/26/2018,SPRINGHILL SUITES DOWN,-817.26,y,,
Sale,8/24/2018,8/26/2018,SPRINGHILL SUITES DOWN,-87.4,y,,
Sale,8/24/2018,8/26/2018,IMRAN TAXI SERVICE,-48.7,y,,
Sale,8/23/2018,8/26/2018,SUBWAY        03125192,-9.06,y,,
Sale,8/23/2018,8/26/2018,HERTZ RENT-A-CAR,-202.97,y,,
Sale,8/23/2018,8/26/2018,EXXONMOBIL    47899703,-6.29,y,,
Sale,8/23/2018,8/24/2018,BARDOG TAVERN,-46.39,y,,
Sale,8/23/2018,8/24/2018,JIM NEELY'S INTERS,-27.22,y,,
Sale,8/22/2018,8/24/2018,BLUES CITY CAFE,-27.96,y,,
,,,,,,,
Sale,8/21/2018,8/23/2018,KOOKY CANUCK,-28.34,y,,
Sale,8/21/2018,8/22/2018,FLIGHT RESTAURANT AND W,-72.09,y,,
Sale,8/21/2018,8/22/2018,BARDOG TAVERN,-36.65,y,,
Sale,8/20/2018,8/22/2018,Peabody Garage,-9,y,,
Sale,8/20/2018,8/21/2018,FLYING FISH,-18.29,y,,
Sale,8/20/2018,8/21/2018,KLEIN'S DELI - F,-16.53,y,,
Sale,8/19/2018,8/20/2018,IMRAN TAXI SERVICE,-49.35,y,,
Sale,8/18/2018,8/19/2018,IMRAN TAXI SERVICE,-48.55,y,,
Sale,8/17/2018,8/19/2018,HERTZ RENT-A-CAR,-409.06,y,,
Sale,8/17/2018,8/19/2018,RED ROBIN NO 62,-25.56,y,,
Sale,8/17/2018,8/19/2018,ELWAYS,-28.11,y,,
Sale,8/17/2018,8/19/2018,CONOCO - UNITED PACIFIC 6,-42.98,y,,
Sale,8/16/2018,8/19/2018,SAFEWAY #1792,-28.61,y,,
Sale,8/16/2018,8/17/2018,CHILI'S POWERS,-21.13,y,,
Sale,8/15/2018,8/17/2018,RADISSON HOTELS CO SP F/,-55.47,y,,
Payment,8/15/2018,8/16/2018,Payment Thank You - Web,2500,y,,
Sale,8/14/2018,8/16/2018,TUCANOS BRAZILIAN GRIL,-52.36,y,,
Sale,8/14/2018,8/16/2018,SAFEWAY #1792,-26.95,y,,
Sale,8/13/2018,8/15/2018,SAFEWAY #1792,-31.08,y,,
Sale,8/13/2018,8/14/2018,KLEIN'S DELI - F,-19.14,y,,
Sale,8/13/2018,8/14/2018,MIMIS CAFE 83,-18.67,y,,
Sale,8/12/2018,8/14/2018,SAFEWAY #1792,-39.41,y,,
Sale,8/11/2018,8/14/2018,LAKE CHABOT G.C.,-52,y,,
Sale,8/12/2018,8/13/2018,IMRAN TAXI SERVICE,-49.55,y,,
Sale,8/12/2018,8/13/2018,RTI* Radisson Hotel Color,-1593.6,y,,
Payment,8/11/2018,8/12/2018,Payment Thank You - Web,300,y,,
,,,,,,,
Sale,8/8/2018,8/10/2018,UNITED      0162411833456,-652.1,y,,
Sale,8/8/2018,8/10/2018,UNITED      0162411828436,-652.1,y,,
Sale,8/8/2018,8/9/2018,CHEVRON 0092038,-30,y,,
Sale,8/6/2018,8/8/2018,SHELL OIL 57444677702,-37.31,,,
Sale,8/5/2018,8/7/2018,LAKE CHABOT G.C.,-52,y,,
Sale,8/4/2018,8/5/2018,IMRAN TAXI SERVICE,-49.75,y,,
Sale,8/4/2018,8/5/2018,SPRINGHILL SUITES SO C,-227.23,y,,
Sale,8/3/2018,8/5/2018,AVIATOR'S BBQ,-26.76,y,,
Sale,8/3/2018,8/5/2018,SPRINGHILL SUITES SO C,-760.07,y,,
Sale,8/3/2018,8/5/2018,CORNER STORE 4051,-33.8,y,,
Sale,8/3/2018,8/5/2018,HERTZ RENT-A-CAR,-409.06,y,,
Sale,8/2/2018,8/5/2018,TUCANOS BRAZILIAN GRIL,-21.62,y,,
Sale,8/2/2018,8/5/2018,SAFEWAY #1792,-25.94,y,,
Sale,8/2/2018,8/3/2018,RED ROBIN NO 62,-17.64,y,,
Sale,8/1/2018,8/3/2018,THE AIRPLANE RESTAURANT,-41.41,y,,
Sale,8/1/2018,8/2/2018,CHILI'S POWERS,-91.04,y,,
Sale,7/31/2018,8/2/2018,SAFEWAY #1792,-40.31,y,,
Sale,7/30/2018,8/1/2018,SAFEWAY #1792,-22.26,y,,
Sale,7/30/2018,8/1/2018,SAFEWAY #1792,-5.4,y,,
Sale,7/30/2018,7/31/2018,SAN FRANCISCO GIANTS CLU,-24.02,y,,
Sale,7/29/2018,7/31/2018,SAFEWAY #1792,-36.26,y,,
Sale,7/28/2018,7/31/2018,LAKE CHABOT G.C.,-52,y,,
Sale,7/29/2018,7/30/2018,IMRAN TAXI SERVICE,-48.45,y,,
Sale,7/27/2018,7/29/2018,UNITED      0162409998202,-329.4,y,,
Payment,7/27/2018,7/27/2018,Payment Thank You - Web,350,y,,
Return,7/24/2018,7/26/2018,UNITED      0162409345017,1494.4,y,,
Sale,7/23/2018,7/25/2018,UNITED      0162409345017,-1494.4,y,,
Sale,7/23/2018,7/25/2018,UNITED      0162409353970,-520.4,y,,
Sale,7/21/2018,7/24/2018,LAKE CHABOT G.C.,-52,y,,
Sale,7/22/2018,7/23/2018,SQ *LILY?S CREPERIE,-15.92,y,,
Sale,7/21/2018,7/22/2018,ELIO'S FAMILY RESTAURANT,-36.55,y,,
Sale,7/20/2018,7/22/2018,PATRICIA KERRIGAN,-60,y,,
Return,7/20/2018,7/22/2018,All Eyes On You Opto,25,y,,
Sale,7/19/2018,7/22/2018,HERTZ DE ESPANA SA,-46.96,y???,,
Sale,7/19/2018,7/20/2018,All Eyes On You Opto,-524.2,y,,
Sale,7/14/2018,7/17/2018,LAKE CHABOT G.C.,-52,y,,
Payment,7/16/2018,7/16/2018,Payment Thank You - Web,736.06,y,,
Sale,7/15/2018,7/16/2018,76 - CRYSTAL SPRINGS,-37.65,,,
Sale,7/12/2018,7/13/2018,CHEVRON 0092038,-39.55,,,
Sale,7/12/2018,7/13/2018,RAINBOW PIZZA,-65.56,y,,
Sale,7/11/2018,7/12/2018,CHEVRON 0092038,-50,y,,
Sale,7/8/2018,7/10/2018,LAKE CHABOT G.C.,-52,y,,
Sale,7/7/2018,7/10/2018,LAKE CHABOT G.C.,-52,y,,
Sale,7/4/2018,7/6/2018,OLD TOWN RAMEN,-57.3,y,,
Sale,7/3/2018,7/5/2018,CRYSTAL SPRINGS GOLF COUR,-55,y,,
Sale,6/30/2018,7/3/2018,BARRELL 19 BISTRO,-50.8,y,,
Sale,6/30/2018,7/3/2018,SUNNYVALE GOLF COURSE,-52,y,,
Payment,6/30/2018,7/1/2018,Payment Thank You - Web,1485.79,y,,
Sale,6/28/2018,7/1/2018,THE FISH MARKET SM,-130.37,y,,
Sale,6/27/2018,6/29/2018,THE HOME DEPOT 632,-22.55,y,,
Sale,6/24/2018,6/26/2018,THE GOLF CLUB AT MOFFETT,-50,,,
Sale,6/22/2018,6/26/2018,HERTZ DE ESPANA SA,-58.93,???,,
Sale,6/24/2018,6/25/2018,CHIBOG,-31.43,,,
,,,,,,,
Payment,6/22/2018,6/22/2018,Payment Thank You - Web,3500,,,
Sale,6/19/2018,6/20/2018,BAR RTE.LA CONC,-59.74,y,,
Sale,6/19/2018,6/20/2018,ARTESANIA BALBINO,-75.7,y,,
Sale,6/19/2018,6/20/2018,DEPORTES TWINER,-73.37,y,,
Sale,6/19/2018,6/20/2018,E.S. VDMTE SEGOVIA ENTRAD,-66.74,y,,
Sale,6/19/2018,6/20/2018,CASARES ACUEDUCTO,-117.16,y,,
Sale,6/19/2018,6/20/2018,LA CASITA DEL SEGOVIANO,-23.29,y,,
Sale,6/19/2018,6/20/2018,CATEDRAL DE SEGOVIA,-13.97,y,,
Sale,6/19/2018,6/20/2018,LA CASITA DEL SEGOVIANO,-21.54,,,
Sale,6/18/2018,6/19/2018,E.S. POLEAR,-29.7,y,,
Sale,6/18/2018,6/19/2018,LEKUNE PINTXO,-60.8,y,,
Sale,6/18/2018,6/19/2018,E.S. POLEAR,-12.21,y,,
Sale,6/17/2018,6/18/2018,RESTAURANTE LOS PESCADORE,-24.19,y,,
Sale,6/16/2018,6/18/2018,RESTAURANTE NUEVA ALEGRIA,-13.77,y,,
Sale,6/16/2018,6/17/2018,CAFE 5MENTARIO,-13.72,y,,
Sale,6/16/2018,6/17/2018,NUEVA ALEGRIA,-12.79,,,
Sale,6/15/2018,6/17/2018,NUEVA ALEGRIA,-195.7,y,,
Sale,6/15/2018,6/17/2018,GOLF CENTER NOVOSANCTIPET,-27.91,y,,
Sale,5/18/2018,6/17/2018,HERTZ RENT A CAR,-272.11,y ,,
Sale,6/14/2018,6/15/2018,COVIRAN,-15.88,y,,
Sale,6/13/2018,6/14/2018,CARIMA Q ARTE,-81.43,y,,
Sale,6/12/2018,6/13/2018,HERMANOS ALBA,-163.4,y,,
Sale,6/12/2018,6/13/2018,BAR CAFETERIA ZAPATA,-32.36,y,,
Sale,6/11/2018,6/12/2018,DIALPRIX ORIHUELA,-27.46,,,
Fee,6/10/2018,6/10/2018,PURCHASE INTEREST CHARGE,-200.73,y,,
Sale,6/8/2018,6/10/2018,CARNICERIA JESULI,-61.05,y,,
Sale,6/8/2018,6/10/2018,CEDIPSA E.S. GUDACORTE I,-62.07,y,,
Sale,6/8/2018,6/10/2018,EL RINCON DE PULPO,-79.73,y,,
Sale,6/8/2018,6/10/2018,RESTAURANTE LA VENUS,-133.71,,,
Sale,6/6/2018,6/7/2018,SUPERMERCADO AT,-106.91,y,,
Sale,6/6/2018,6/7/2018,EL RINCON DEL PULPO,-101.45,,,
Sale,6/4/2018,6/5/2018,MAS APARTAMENTOS CHICLANA,-1228.51,y,,
Sale,6/3/2018,6/5/2018,UNITED      0162923600618,-118,y,,
Sale,6/3/2018,6/4/2018,SAN FRANCISCO SOUP COMPAN,-22.82,y,,
Sale,6/3/2018,6/3/2018,IMRAN TAXI SERVICE,-50,y,,
Sale,6/2/2018,6/3/2018,MO BURGER PHILADELPHIA,-14.04,,,
Sale,6/1/2018,6/3/2018,CHEVRON 0204447,-27.21,,,
Sale,6/1/2018,6/3/2018,WAWA 8053     00080531,-12.8,y,,
Sale,6/1/2018,6/3/2018,SPRINGHILL SUITES BY M,-285.47,y,,
Sale,6/1/2018,6/3/2018,IMRAN TAXI SERVICE,-50.75,y,,
Sale,6/1/2018,6/3/2018,HERTZ RENT-A-CAR,-199.01,y,,
Sale,5/31/2018,6/3/2018,NAF NAF GRILL 026,-18.55,,,
Sale,5/30/2018,5/31/2018,KLEIN'S DELI - E,-9.71,y,,
Sale,5/29/2018,5/30/2018,WAWA 8321     00083212,-11.92,,,
Sale,5/29/2018,5/30/2018,IMRAN TAXI SERVICE,-49.5,y,,
Sale,5/29/2018,5/30/2018,HERTZ RENT-A-CAR,-287.42,,,
Sale,5/29/2018,5/30/2018,HERTZ RENT-A-CAR,-313.06,y,,
Sale,5/29/2018,5/30/2018,MARRIOTT REWARDS CHRGS,-75,y,,
Payment,5/28/2018,5/28/2018,Payment Thank You - Web,3917.6,y,,
Sale,5/26/2018,5/27/2018,MARRIOTT RIVER CENTER,-904.51,y,,
Sale,5/26/2018,5/27/2018,IMRAN TAXI SERVICE,-45.74,y,,
Sale,5/25/2018,5/27/2018,61998-STATE GARAGE,-10,y,,
Sale,5/25/2018,5/27/2018,BP#88633421259 E 5TH AVE,-32.64,y,,
Sale,5/25/2018,5/27/2018,51907 - FOUNTAIN PLACE #0,-12,y,,
Sale,5/24/2018,5/27/2018,51907 - FOUNTAIN PLACE #0,-12,y,,
Sale,5/24/2018,5/27/2018,61998-STATE GARAGE,-10,y,,
Sale,5/23/2018,5/27/2018,51907 - FOUNTAIN PLACE #0,-12,y,,
Payment,5/24/2018,5/25/2018,Payment Thank You - Web,30000,y,,
Sale,5/23/2018,5/25/2018,61998-STATE GARAGE,-10,y,,
Sale,5/22/2018,5/24/2018,61998-STATE GARAGE,-10,y,,
Sale,5/22/2018,5/24/2018,MARRIOTT CINCINNATI F&amp;B,-32.62,y,,
Sale,5/22/2018,5/24/2018,FIFTH AND RACE LLC,-17,y,,
Sale,5/21/2018,5/23/2018,51907 - FOUNTAIN PLACE #0,-12,y,,
Sale,5/21/2018,5/23/2018,61998-STATE GARAGE,-4,y,,
Sale,5/21/2018,5/22/2018,KLEIN'S DELI - F,-16.53,,,
Sale,5/20/2018,5/21/2018,IMRAN TAXI SERVICE,-45.5,y,,
,,,,,,,
Sale,5/16/2018,5/17/2018,STAR SMOG SAN MATEO,-59,y,,
Payment,5/15/2018,5/15/2018,Payment Thank You - Web,2500,y,,
Sale,5/12/2018,5/13/2018,COURTYARD BY MARRIOTT-,-767.12,y,,
Sale,5/11/2018,5/13/2018,IMRAN TAXI SERVICE,-48.5,y,,
Sale,5/11/2018,5/13/2018,CHEVRON 0092406,-9.24,y,,
Sale,5/11/2018,5/13/2018,VINTAGE WASHINGTON GEG,-22.89,y,,
Sale,5/10/2018,5/13/2018,ANTHONY'S AT SPOKANE FAL,-153.45,y,,
Sale,5/10/2018,5/11/2018,DIAMOND PARKING B270,-2.18,y,,
Sale,5/10/2018,5/11/2018,UNITED      0162398549496,-840.4,y,,
Fee,5/10/2018,5/10/2018,PURCHASE INTEREST CHARGE,-494.52,y,,
Sale,5/9/2018,5/10/2018,GROCERY OUTLET OF D,-20.44,y,,
Payment,5/8/2018,5/8/2018,Payment Thank You - Web,2500,y,,
Sale,5/7/2018,5/8/2018,GROCERY OUTLET OF D,-35.88,y,,
Sale,5/7/2018,5/7/2018,IMRAN TAXI SERVICE,-49.5,y,,
Sale,5/5/2018,5/6/2018,IMRAN TAXI SERVICE,-49.75,y,,
Sale,5/4/2018,5/6/2018,LAX AIRP BGRILL BY BOA,-33.2,y,,
Sale,5/4/2018,5/6/2018,BORDER GRILL DOWNTOWN LOS,-55.09,y,,
Sale,5/3/2018,5/6/2018,BLUE COW KITCHEN,-38.49,y,,
Sale,5/3/2018,5/6/2018,UNITED      0162397556581,-135,y,833.6,CNL5E1
Sale,5/3/2018,5/6/2018,UNITED      0162397541834,-698.6,y,833.6,CNL5E1
Sale,5/2/2018,5/6/2018,BONAVENTURE BREWING CO,-39.03,y,,
Sale,5/1/2018,5/4/2018,BONAVENTURE BREWING CO,-50.08,y,,
Payment,5/2/2018,5/2/2018,Payment Thank You - Web,2000,y,,
Sale,4/30/2018,5/1/2018,RTI* THE WESTIN BON,-1630.6,y,,
Sale,4/29/2018,4/30/2018,SQ *ALLIED YELLOW CAB CO.,-48.5,y,,
Payment,4/29/2018,4/29/2018,Payment Thank You - Web,2000,y,,
Adjustment,4/29/2018,4/29/2018,REDEMPTION CREDIT,351.45,y,,
Sale,4/28/2018,4/29/2018,RESIDENCE INNS-RENO,-1187.46,y,,
Sale,4/27/2018,4/29/2018,UNITED      0162396700061,-407.9,y,,
Sale,4/27/2018,4/29/2018,SQ *FOG CITY,-49,y,,
Sale,4/27/2018,4/29/2018,SHELL OIL 57440694503,-9.19,y,,
Sale,4/27/2018,4/29/2018,HERTZ RENT-A-CAR,-405.49,y,,
Sale,4/25/2018,4/27/2018,BAWARCHI INDIAN CUISINE,-55.79,y,,
Sale,4/25/2018,4/26/2018,WHOLEFDS RNO 10293,-15.61,y,,
Sale,4/23/2018,4/25/2018,NV ENERGY- RENO,-9.45,y,,
Sale,4/23/2018,4/24/2018,SQ *ALLIED YELLOW CAB CO.,-48,y,,
Sale,4/22/2018,4/24/2018,EMPORIO RULLI SFIA DOMES,-3.77,y,,
Sale,4/21/2018,4/24/2018,LAKE CHABOT G.C.,-52,y,,
Sale,4/22/2018,4/23/2018,SMITHS-FOOD #4378,-51.8,y,,
Sale,4/21/2018,4/23/2018,BJS RESTAURANTS 443,-65.23,y,,
Sale,4/21/2018,4/22/2018,PATRICIA KERRIGAN,-55,y,,
Sale,4/20/2018,4/22/2018,RESIDENCE INNS DULLES,-909.65,y,,
Sale,4/20/2018,4/22/2018,SAFEWAY #639,-47.89,y,,
Sale,4/20/2018,4/22/2018,SQ *S.F TAXI,-48,y,,
Sale,4/19/2018,4/22/2018,QUANTUM PARK  19204304,-1.81,y,,
Sale,4/19/2018,4/22/2018,CHEF GEOFF,-51,y,,
Sale,4/19/2018,4/22/2018,EXXONMOBIL    47889720,-11.82,y,,
Sale,4/19/2018,4/22/2018,QUANTUM PARK  19204304,-15.44,y,,
Sale,4/19/2018,4/22/2018,QUANTUM PARK  19204304,-2.55,y,,
Sale,4/19/2018,4/22/2018,HERTZ RENT-A-CAR,-464.43,y,,
Sale,4/18/2018,4/20/2018,QUANTUM PARK  19204304,-17.3,y,,
Sale,4/18/2018,4/20/2018,QUANTUM PARK  19204304,-20,y,,
Sale,4/18/2018,4/19/2018,FORDS FISH SHACK- ASHB,-42.11,y,,
Sale,4/17/2018,4/19/2018,QUANTUM PARK  19204304,-3.63,y,,
Sale,4/17/2018,4/19/2018,FORDS FISH SHACK- ASHB,-45.29,y,,
Sale,4/16/2018,4/18/2018,QUANTUM PARK  19204304,-17.47,y,,
Sale,4/16/2018,4/17/2018,KLEIN'S DELI - F,-11.93,y,,
Sale,4/15/2018,4/17/2018,BUFFALO WILD WINGS 0241,-35.77,y,,
Sale,4/15/2018,4/17/2018,SFOUNION STREET GASTRO,-25.74,y,,
Sale,4/15/2018,4/16/2018,SQ *ALLIED YELLOW CAB CO.,-48.5,y,,
Sale,4/12/2018,4/13/2018,CHEVRON 0092038,-40.3,,,
Sale,4/6/2018,4/13/2018,STATE OF CALIF DMV INT SC,-873,y,,
Fee,4/10/2018,4/10/2018,PURCHASE INTEREST CHARGE,-506.99,y,,
Sale,4/7/2018,4/8/2018,60776 - SFO PARKINGCENTRA,-4,,,
Sale,4/5/2018,4/8/2018,UNITED      0162393357544,-228.4,y,,
Payment,4/2/2018,4/2/2018,Payment Thank You - Web,2500,y,,
Return,3/31/2018,4/2/2018,UNITED      0162392412348,1119.6,y,,
Sale,3/30/2018,4/1/2018,UNITED      0162392412348,-1119.6,y,,
Sale,3/26/2018,3/28/2018,UNITED      0162391845305,-366.6,y,,
Sale,3/26/2018,3/28/2018,UNITED      0162391868683,-803.6,y,,
Payment,3/26/2018,3/26/2018,Payment Thank You - Web,5000,y,,
Sale,3/24/2018,3/26/2018,247 ROOTER  PLUMBING,-815.84,y,,
Sale,3/23/2018,3/25/2018,CHEVRON 0092038,-36.4,,,
Sale,3/19/2018,3/20/2018,CLEARME.COM *855-2532763,-179,y,,
Sale,3/17/2018,3/19/2018,SAFEWAY #639,-136.83,,,
,,,,,,,
Sale,3/17/2018,3/18/2018,SQ *SF TAXI CAB,-51.42,y,,
Sale,3/17/2018,3/18/2018,COURTYARD BY MARRIOTT-,-1512.25,y,,
Sale,3/16/2018,3/18/2018,MGM DETROIT - TAP,-18.26,y,,
Sale,3/16/2018,3/18/2018,60147 - RENAISSANCE CTR-C,-20,y,,
Sale,3/16/2018,3/18/2018,SPEEDWAY 08834 ROM,-16.79,y,,
Sale,3/16/2018,3/18/2018,NATIONAL CONEY ISLAND,-15.17,y,,
Sale,3/16/2018,3/18/2018,DTE HQ CSTORE 12432779,-5.13,y,,
Sale,3/16/2018,3/18/2018,HERTZ RENT-A-CAR,-297.42,y,,
Sale,3/15/2018,3/18/2018,DYE HQ COFFEE 11432804,-2.17,y,,
Sale,3/15/2018,3/18/2018,DTE EURESTCAFE11430857,-1.96,y,,
Sale,3/15/2018,3/18/2018,60147 - RENAISSANCE CTR-C,-20,y,,
Sale,3/15/2018,3/18/2018,DTE HQ CSTORE 12432779,-3.17,y,,
Sale,3/15/2018,3/18/2018,MGM DETROIT - BREEZE,-18.4,y,,
Sale,3/9/2018,3/18/2018,STARBUCKS NT DTW,-25.33,y,,
Sale,3/15/2018,3/16/2018,SLOWS BAR BQ,-64.51,y,,
Sale,3/14/2018,3/16/2018,DTE HQ CSTORE 12432779,-5.13,y,,
Sale,3/14/2018,3/16/2018,DYE HQ COFFEE 11432804,-2.07,y,,
Sale,3/14/2018,3/16/2018,60147 - RENAISSANCE CTR-C,-20,y,,
Sale,3/14/2018,3/15/2018,WHOLEFDS MDT #10465,-12.11,y,,
Sale,3/13/2018,3/15/2018,DTE EURESTCAFE11430857,-10.91,y,,
Sale,3/13/2018,3/15/2018,60147 - RENAISSANCE CTR-C,-20,y,,
Sale,3/13/2018,3/15/2018,DTE HQ CSTORE 12432779,-1.96,y,,
Sale,3/12/2018,3/14/2018,60147 - RENAISSANCE CTR-C,-20,y,,
Sale,3/12/2018,3/14/2018,MGM DETROIT - TAP,-20.81,y,,
Sale,3/12/2018,3/14/2018,DTE HQ CSTORE 12432779,-4.15,y,,
Sale,3/12/2018,3/14/2018,DTE HQ CSTORE 12432779,-4.25,y,,
Refund,3/11/2018,3/14/2018,PURCH INTEREST CREDIT ADJ,0.03,,,
Adjustment,3/7/2018,3/14/2018,60147 - RENAISSANCE CTR-C,14,y,refund,
Sale,3/11/2018,3/13/2018,IMRAN TAXI SERVICE,-51.5,y,,
Sale,3/11/2018,3/13/2018,SFOUNION STREET GASTRO,-25.22,y,,
